"DISTRITO","UNIDADE","AREA","ANO","MES","ESPECIALIDADE","VALOR"
"Norte","CS RATONES",1,2018,4,"Médico e Enfermeiro",120
"Norte","CS RATONES",1,2018,5,"Médico e Enfermeiro",154
"Norte","CS RATONES",1,2018,6,"Médico e Enfermeiro",143
"Norte","CS RATONES",1,2018,7,"Médico e Enfermeiro",95
"Norte","CS RIO VERMELHO",0,2018,4,"Médico e Enfermeiro",538
"Norte","CS RIO VERMELHO",0,2018,5,"Médico e Enfermeiro",635
"Norte","CS RIO VERMELHO",0,2018,6,"Médico e Enfermeiro",592
"Norte","CS RIO VERMELHO",0,2018,7,"Médico e Enfermeiro",530
"Norte","CS RIO VERMELHO",1,2018,4,"Médico e Enfermeiro",484
"Norte","CS RIO VERMELHO",1,2018,5,"Médico e Enfermeiro",590
"Norte","CS RIO VERMELHO",1,2018,6,"Médico e Enfermeiro",558
"Norte","CS RIO VERMELHO",1,2018,7,"Médico e Enfermeiro",510
"Norte","CS RIO VERMELHO",2,2018,4,"Médico e Enfermeiro",305
"Norte","CS RIO VERMELHO",2,2018,5,"Médico e Enfermeiro",343
"Norte","CS RIO VERMELHO",2,2018,6,"Médico e Enfermeiro",360
"Norte","CS RIO VERMELHO",2,2018,7,"Médico e Enfermeiro",346
"Norte","CS RIO VERMELHO",3,2018,4,"Médico e Enfermeiro",360
"Norte","CS RIO VERMELHO",3,2018,5,"Médico e Enfermeiro",431
"Norte","CS RIO VERMELHO",3,2018,6,"Médico e Enfermeiro",469
"Norte","CS RIO VERMELHO",3,2018,7,"Médico e Enfermeiro",426
"Norte","CS RIO VERMELHO",4,2018,4,"Médico e Enfermeiro",264
"Norte","CS RIO VERMELHO",4,2018,5,"Médico e Enfermeiro",323
"Norte","CS RIO VERMELHO",4,2018,6,"Médico e Enfermeiro",318
"Norte","CS RIO VERMELHO",4,2018,7,"Médico e Enfermeiro",312
"Norte","CS SACO GRANDE",0,2018,4,"Médico e Enfermeiro",356
"Norte","CS SACO GRANDE",0,2018,5,"Médico e Enfermeiro",460
"Norte","CS SACO GRANDE",0,2018,6,"Médico e Enfermeiro",567
"Norte","CS SACO GRANDE",0,2018,7,"Médico e Enfermeiro",506
"Norte","CS SACO GRANDE",1,2018,4,"Médico e Enfermeiro",386
"Norte","CS SACO GRANDE",1,2018,5,"Médico e Enfermeiro",494
"Norte","CS SACO GRANDE",1,2018,6,"Médico e Enfermeiro",573
"Norte","CS SACO GRANDE",1,2018,7,"Médico e Enfermeiro",536
"Norte","CS SACO GRANDE",2,2018,4,"Médico e Enfermeiro",246
"Norte","CS SACO GRANDE",2,2018,5,"Médico e Enfermeiro",424
"Norte","CS SACO GRANDE",2,2018,6,"Médico e Enfermeiro",499
"Norte","CS SACO GRANDE",2,2018,7,"Médico e Enfermeiro",386
"Norte","CS SACO GRANDE",3,2018,4,"Médico e Enfermeiro",275
"Norte","CS SACO GRANDE",3,2018,5,"Médico e Enfermeiro",388
"Norte","CS SACO GRANDE",3,2018,6,"Médico e Enfermeiro",461
"Norte","CS SACO GRANDE",3,2018,7,"Médico e Enfermeiro",503
"Norte","CS SACO GRANDE",4,2018,4,"Médico e Enfermeiro",302
"Norte","CS SACO GRANDE",4,2018,5,"Médico e Enfermeiro",384
"Norte","CS SACO GRANDE",4,2018,6,"Médico e Enfermeiro",457
"Norte","CS SACO GRANDE",4,2018,7,"Médico e Enfermeiro",439
"Norte","CS SACO GRANDE",5,2018,4,"Médico e Enfermeiro",272
"Norte","CS SACO GRANDE",5,2018,5,"Médico e Enfermeiro",382
"Norte","CS SACO GRANDE",5,2018,6,"Médico e Enfermeiro",549
"Norte","CS SACO GRANDE",5,2018,7,"Médico e Enfermeiro",496
"Norte","CS SANTINHO",0,2018,4,"Médico e Enfermeiro",331
"Norte","CS SANTINHO",0,2018,5,"Médico e Enfermeiro",341
"Norte","CS SANTINHO",0,2018,6,"Médico e Enfermeiro",454
"Norte","CS SANTINHO",0,2018,7,"Médico e Enfermeiro",444
"Norte","CS SANTINHO",1,2018,4,"Médico e Enfermeiro",258
"Norte","CS SANTINHO",1,2018,5,"Médico e Enfermeiro",395
"Norte","CS SANTINHO",1,2018,6,"Médico e Enfermeiro",448
"Norte","CS SANTINHO",1,2018,7,"Médico e Enfermeiro",313
"Norte","CS SANTO ANTONIO LISBOA",0,2018,4,"Médico e Enfermeiro",320
"Norte","CS SANTO ANTONIO LISBOA",0,2018,5,"Médico e Enfermeiro",403
"Norte","CS SANTO ANTONIO LISBOA",0,2018,6,"Médico e Enfermeiro",349
"Norte","CS SANTO ANTONIO LISBOA",0,2018,7,"Médico e Enfermeiro",266
"Norte","CS SANTO ANTONIO LISBOA",1,2018,4,"Médico e Enfermeiro",329
"Norte","CS SANTO ANTONIO LISBOA",1,2018,5,"Médico e Enfermeiro",458
"Norte","CS SANTO ANTONIO LISBOA",1,2018,6,"Médico e Enfermeiro",449
"Norte","CS SANTO ANTONIO LISBOA",1,2018,7,"Médico e Enfermeiro",408
"Norte","CS VARGEM GRANDE",0,2018,4,"Médico e Enfermeiro",205
"Norte","CS VARGEM GRANDE",0,2018,5,"Médico e Enfermeiro",359
"Norte","CS VARGEM GRANDE",0,2018,6,"Médico e Enfermeiro",738
"Norte","CS VARGEM GRANDE",0,2018,7,"Médico e Enfermeiro",632
"Norte","CS VARGEM GRANDE",1,2018,5,"Médico e Enfermeiro",1
"Norte","CS VARGEM GRANDE",1,2018,6,"Médico e Enfermeiro",1
"Norte","CS VARGEM GRANDE",1,2018,7,"Médico e Enfermeiro",2
"Norte","CS VARGEM PEQUENA",0,2018,4,"Médico e Enfermeiro",220
"Norte","CS VARGEM PEQUENA",0,2018,5,"Médico e Enfermeiro",291
"Norte","CS VARGEM PEQUENA",0,2018,6,"Médico e Enfermeiro",331
"Norte","CS VARGEM PEQUENA",0,2018,7,"Médico e Enfermeiro",264
"Sul","CS ALTO RIBEIRÃO",0,2018,4,"Médico e Enfermeiro",418
"Sul","CS ALTO RIBEIRÃO",0,2018,5,"Médico e Enfermeiro",569
"Sul","CS ALTO RIBEIRÃO",0,2018,6,"Médico e Enfermeiro",543
"Sul","CS ALTO RIBEIRÃO",0,2018,7,"Médico e Enfermeiro",715
"Sul","CS ARMAÇÃO",0,2018,4,"Médico e Enfermeiro",382
"Sul","CS ARMAÇÃO",0,2018,5,"Médico e Enfermeiro",406
"Sul","CS ARMAÇÃO",0,2018,6,"Médico e Enfermeiro",518
"Sul","CS ARMAÇÃO",0,2018,7,"Médico e Enfermeiro",376
"Sul","CS ARMAÇÃO",1,2018,4,"Médico e Enfermeiro",293
"Sul","CS ARMAÇÃO",1,2018,5,"Médico e Enfermeiro",302
"Sul","CS ARMAÇÃO",1,2018,6,"Médico e Enfermeiro",378
"Sul","CS ARMAÇÃO",1,2018,7,"Médico e Enfermeiro",336
"Sul","CS ARMAÇÃO",2,2018,4,"Médico e Enfermeiro",54
"Sul","CS ARMAÇÃO",2,2018,5,"Médico e Enfermeiro",65
"Sul","CS ARMAÇÃO",2,2018,6,"Médico e Enfermeiro",75
"Sul","CS ARMAÇÃO",2,2018,7,"Médico e Enfermeiro",64
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,4,"Médico e Enfermeiro",267
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,5,"Médico e Enfermeiro",249
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,6,"Médico e Enfermeiro",314
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,7,"Médico e Enfermeiro",321
"Sul","CS CAMPECHE",0,2018,4,"Médico e Enfermeiro",331
"Sul","CS CAMPECHE",0,2018,5,"Médico e Enfermeiro",437
"Sul","CS CAMPECHE",0,2018,6,"Médico e Enfermeiro",479
"Sul","CS CAMPECHE",0,2018,7,"Médico e Enfermeiro",451
"Sul","CS CAMPECHE",1,2018,4,"Médico e Enfermeiro",319
"Sul","CS CAMPECHE",1,2018,5,"Médico e Enfermeiro",407
"Sul","CS CAMPECHE",1,2018,6,"Médico e Enfermeiro",337
"Sul","CS CAMPECHE",1,2018,7,"Médico e Enfermeiro",465
"Sul","CS CANTO DA LAGOA",0,2018,4,"Médico e Enfermeiro",136
"Sul","CS CANTO DA LAGOA",0,2018,5,"Médico e Enfermeiro",156
"Sul","CS CANTO DA LAGOA",0,2018,6,"Médico e Enfermeiro",208
"Sul","CS CANTO DA LAGOA",0,2018,7,"Médico e Enfermeiro",218
"Sul","CS CARIANOS",0,2018,4,"Médico e Enfermeiro",277
"Sul","CS CARIANOS",0,2018,5,"Médico e Enfermeiro",292
"Sul","CS CARIANOS",0,2018,6,"Médico e Enfermeiro",383
"Sul","CS CARIANOS",0,2018,7,"Médico e Enfermeiro",370
"Sul","CS CARIANOS",1,2018,4,"Médico e Enfermeiro",301
"Sul","CS CARIANOS",1,2018,5,"Médico e Enfermeiro",392
"Sul","CS CARIANOS",1,2018,6,"Médico e Enfermeiro",450
"Sul","CS CARIANOS",1,2018,7,"Médico e Enfermeiro",538
"Sul","CS CARIANOS",2,2018,4,"Médico e Enfermeiro",30
"Sul","CS CARIANOS",2,2018,5,"Médico e Enfermeiro",43
"Sul","CS CARIANOS",2,2018,6,"Médico e Enfermeiro",44
"Sul","CS CARIANOS",2,2018,7,"Médico e Enfermeiro",52
"Sul","CS COSTA DA LAGOA",0,2018,4,"Médico e Enfermeiro",15
"Sul","CS COSTA DA LAGOA",0,2018,5,"Médico e Enfermeiro",155
"Sul","CS COSTA DA LAGOA",0,2018,6,"Médico e Enfermeiro",167
"Sul","CS COSTA DA LAGOA",0,2018,7,"Médico e Enfermeiro",162
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,4,"Médico e Enfermeiro",354
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,5,"Médico e Enfermeiro",563
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,6,"Médico e Enfermeiro",472
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,7,"Médico e Enfermeiro",548
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,4,"Médico e Enfermeiro",502
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,5,"Médico e Enfermeiro",615
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,6,"Médico e Enfermeiro",591
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,7,"Médico e Enfermeiro",599
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,4,"Médico e Enfermeiro",336
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,5,"Médico e Enfermeiro",427
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,6,"Médico e Enfermeiro",456
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,7,"Médico e Enfermeiro",430
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,4,"Médico e Enfermeiro",213
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,5,"Médico e Enfermeiro",330
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,6,"Médico e Enfermeiro",265
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,7,"Médico e Enfermeiro",383
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,4,"Médico e Enfermeiro",327
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,5,"Médico e Enfermeiro",370
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,6,"Médico e Enfermeiro",523
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,7,"Médico e Enfermeiro",535
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,4,"Médico e Enfermeiro",202
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,5,"Médico e Enfermeiro",356
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,6,"Médico e Enfermeiro",449
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,7,"Médico e Enfermeiro",419
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,4,"Médico e Enfermeiro",201
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,5,"Médico e Enfermeiro",266
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,6,"Médico e Enfermeiro",392
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,7,"Médico e Enfermeiro",381
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,4,"Médico e Enfermeiro",161
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,5,"Médico e Enfermeiro",323
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,6,"Médico e Enfermeiro",377
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,7,"Médico e Enfermeiro",384
"Sul","CS MORRO DAS PEDRAS",0,2018,4,"Médico e Enfermeiro",242
"Sul","CS MORRO DAS PEDRAS",0,2018,5,"Médico e Enfermeiro",341
"Sul","CS MORRO DAS PEDRAS",0,2018,6,"Médico e Enfermeiro",323
"Sul","CS MORRO DAS PEDRAS",0,2018,7,"Médico e Enfermeiro",298
"Sul","CS MORRO DAS PEDRAS",1,2018,4,"Médico e Enfermeiro",267
"Sul","CS MORRO DAS PEDRAS",1,2018,5,"Médico e Enfermeiro",438
"Sul","CS MORRO DAS PEDRAS",1,2018,6,"Médico e Enfermeiro",441
"Sul","CS MORRO DAS PEDRAS",1,2018,7,"Médico e Enfermeiro",366
"Sul","CS PANTANO DO SUL",0,2018,4,"Médico e Enfermeiro",371
"Sul","CS PANTANO DO SUL",0,2018,5,"Médico e Enfermeiro",491
"Sul","CS PANTANO DO SUL",0,2018,6,"Médico e Enfermeiro",412
"Sul","CS PANTANO DO SUL",0,2018,7,"Médico e Enfermeiro",453
"Sul","CS RIBEIRÃO DA ILHA",0,2018,4,"Médico e Enfermeiro",208
"Sul","CS RIBEIRÃO DA ILHA",0,2018,5,"Médico e Enfermeiro",250
"Sul","CS RIBEIRÃO DA ILHA",0,2018,6,"Médico e Enfermeiro",320
"Sul","CS RIBEIRÃO DA ILHA",0,2018,7,"Médico e Enfermeiro",228
"Sul","CS RIO TAVARES",0,2018,4,"Médico e Enfermeiro",208
"Sul","CS RIO TAVARES",0,2018,5,"Médico e Enfermeiro",283
"Sul","CS RIO TAVARES",0,2018,6,"Médico e Enfermeiro",296
"Sul","CS RIO TAVARES",0,2018,7,"Médico e Enfermeiro",405
"Sul","CS RIO TAVARES",1,2018,4,"Médico e Enfermeiro",173
"Sul","CS RIO TAVARES",1,2018,5,"Médico e Enfermeiro",254
"Sul","CS RIO TAVARES",1,2018,6,"Médico e Enfermeiro",214
"Sul","CS RIO TAVARES",1,2018,7,"Médico e Enfermeiro",289
"Sul","CS RIO TAVARES",2,2018,4,"Médico e Enfermeiro",66
"Sul","CS RIO TAVARES",2,2018,5,"Médico e Enfermeiro",105
"Sul","CS RIO TAVARES",2,2018,6,"Médico e Enfermeiro",91
"Sul","CS RIO TAVARES",2,2018,7,"Médico e Enfermeiro",124
"Sul","CS RIO TAVARES",3,2018,4,"Médico e Enfermeiro",34
"Sul","CS RIO TAVARES",3,2018,5,"Médico e Enfermeiro",58
"Sul","CS RIO TAVARES",3,2018,6,"Médico e Enfermeiro",51
"Sul","CS RIO TAVARES",3,2018,7,"Médico e Enfermeiro",62
"Sul","CS TAPERA",0,2018,4,"Médico e Enfermeiro",327
"Sul","CS TAPERA",0,2018,5,"Médico e Enfermeiro",619
"Sul","CS TAPERA",0,2018,6,"Médico e Enfermeiro",683
"Sul","CS TAPERA",0,2018,7,"Médico e Enfermeiro",644
"Sul","CS TAPERA",1,2018,4,"Médico e Enfermeiro",235
"Sul","CS TAPERA",1,2018,5,"Médico e Enfermeiro",402
"Sul","CS TAPERA",1,2018,6,"Médico e Enfermeiro",441
"Sul","CS TAPERA",1,2018,7,"Médico e Enfermeiro",346
"Sul","CS TAPERA",2,2018,4,"Médico e Enfermeiro",269
"Sul","CS TAPERA",2,2018,5,"Médico e Enfermeiro",476
"Sul","CS TAPERA",2,2018,6,"Médico e Enfermeiro",523
"Sul","CS TAPERA",2,2018,7,"Médico e Enfermeiro",522
"Sul","CS TAPERA",3,2018,4,"Médico e Enfermeiro",237
"Sul","CS TAPERA",3,2018,5,"Médico e Enfermeiro",482
"Sul","CS TAPERA",3,2018,6,"Médico e Enfermeiro",570
"Sul","CS TAPERA",3,2018,7,"Médico e Enfermeiro",578
"Centro","CS AGRONÔMICA",0,2018,4,"Enfermeiro",84
"Centro","CS AGRONÔMICA",0,2018,5,"Enfermeiro",162
"Centro","CS AGRONÔMICA",0,2018,6,"Enfermeiro",118
"Centro","CS AGRONÔMICA",0,2018,7,"Enfermeiro",231
"Centro","CS AGRONÔMICA",1,2018,4,"Enfermeiro",94
"Centro","CS AGRONÔMICA",1,2018,5,"Enfermeiro",113
"Centro","CS AGRONÔMICA",1,2018,6,"Enfermeiro",173
"Centro","CS AGRONÔMICA",1,2018,7,"Enfermeiro",163
"Centro","CS AGRONÔMICA",2,2018,4,"Enfermeiro",36
"Centro","CS AGRONÔMICA",2,2018,5,"Enfermeiro",149
"Centro","CS AGRONÔMICA",2,2018,6,"Enfermeiro",158
"Centro","CS AGRONÔMICA",2,2018,7,"Enfermeiro",116
"Centro","CS AGRONÔMICA",3,2018,4,"Enfermeiro",67
"Centro","CS AGRONÔMICA",3,2018,5,"Enfermeiro",139
"Centro","CS AGRONÔMICA",3,2018,6,"Enfermeiro",153
"Centro","CS AGRONÔMICA",3,2018,7,"Enfermeiro",152
"Centro","CS CENTRO",0,2018,4,"Enfermeiro",205
"Centro","CS CENTRO",0,2018,5,"Enfermeiro",224
"Centro","CS CENTRO",0,2018,6,"Enfermeiro",264
"Centro","CS CENTRO",0,2018,7,"Enfermeiro",314
"Centro","CS CENTRO",1,2018,4,"Enfermeiro",90
"Centro","CS CENTRO",1,2018,5,"Enfermeiro",112
"Centro","CS CENTRO",1,2018,6,"Enfermeiro",102
"Centro","CS CENTRO",1,2018,7,"Enfermeiro",137
"Centro","CS CENTRO",2,2018,4,"Enfermeiro",116
"Centro","CS CENTRO",2,2018,5,"Enfermeiro",160
"Centro","CS CENTRO",2,2018,6,"Enfermeiro",164
"Centro","CS CENTRO",2,2018,7,"Enfermeiro",178
"Centro","CS CÓRREGO GRANDE",0,2018,4,"Enfermeiro",118
"Centro","CS CÓRREGO GRANDE",0,2018,5,"Enfermeiro",168
"Centro","CS CÓRREGO GRANDE",0,2018,6,"Enfermeiro",183
"Centro","CS CÓRREGO GRANDE",0,2018,7,"Enfermeiro",20
"Centro","CS CÓRREGO GRANDE",1,2018,4,"Enfermeiro",141
"Centro","CS CÓRREGO GRANDE",1,2018,5,"Enfermeiro",215
"Centro","CS CÓRREGO GRANDE",1,2018,6,"Enfermeiro",205
"Centro","CS CÓRREGO GRANDE",1,2018,7,"Enfermeiro",149
"Centro","CS ITACORUBI",0,2018,4,"Enfermeiro",254
"Centro","CS ITACORUBI",0,2018,5,"Enfermeiro",193
"Centro","CS ITACORUBI",0,2018,6,"Enfermeiro",172
"Centro","CS ITACORUBI",0,2018,7,"Enfermeiro",187
"Centro","CS ITACORUBI",1,2018,4,"Enfermeiro",292
"Centro","CS ITACORUBI",1,2018,5,"Enfermeiro",282
"Centro","CS ITACORUBI",1,2018,6,"Enfermeiro",60
"Centro","CS ITACORUBI",1,2018,7,"Enfermeiro",317
"Centro","CS ITACORUBI",2,2018,4,"Enfermeiro",133
"Centro","CS ITACORUBI",2,2018,5,"Enfermeiro",138
"Centro","CS ITACORUBI",2,2018,6,"Enfermeiro",99
"Centro","CS ITACORUBI",2,2018,7,"Enfermeiro",125
"Centro","CS ITACORUBI",3,2018,4,"Enfermeiro",109
"Centro","CS ITACORUBI",3,2018,5,"Enfermeiro",119
"Centro","CS ITACORUBI",3,2018,6,"Enfermeiro",72
"Centro","CS ITACORUBI",3,2018,7,"Enfermeiro",106
"Centro","CS JOÃO PAULO",0,2018,4,"Enfermeiro",211
"Centro","CS JOÃO PAULO",0,2018,5,"Enfermeiro",284
"Centro","CS JOÃO PAULO",0,2018,6,"Enfermeiro",291
"Centro","CS JOÃO PAULO",0,2018,7,"Enfermeiro",315
"Centro","CS JOÃO PAULO",1,2018,4,"Enfermeiro",112
"Centro","CS JOÃO PAULO",1,2018,5,"Enfermeiro",173
"Centro","CS JOÃO PAULO",1,2018,6,"Enfermeiro",146
"Centro","CS JOÃO PAULO",1,2018,7,"Enfermeiro",153
"Centro","CS MONTE SERRAT",0,2018,4,"Enfermeiro",218
"Centro","CS MONTE SERRAT",0,2018,5,"Enfermeiro",177
"Centro","CS MONTE SERRAT",0,2018,6,"Enfermeiro",245
"Centro","CS MONTE SERRAT",0,2018,7,"Enfermeiro",185
"Centro","CS MONTE SERRAT",1,2018,4,"Enfermeiro",89
"Centro","CS MONTE SERRAT",1,2018,5,"Enfermeiro",129
"Centro","CS MONTE SERRAT",1,2018,6,"Enfermeiro",83
"Centro","CS MONTE SERRAT",1,2018,7,"Enfermeiro",37
"Centro","CS MONTE SERRAT",2,2018,4,"Enfermeiro",235
"Centro","CS MONTE SERRAT",2,2018,5,"Enfermeiro",186
"Centro","CS MONTE SERRAT",2,2018,6,"Enfermeiro",227
"Centro","CS MONTE SERRAT",2,2018,7,"Enfermeiro",175
"Centro","CS PANTANAL",0,2018,4,"Enfermeiro",26
"Centro","CS PANTANAL",0,2018,5,"Enfermeiro",121
"Centro","CS PANTANAL",0,2018,6,"Enfermeiro",125
"Centro","CS PANTANAL",0,2018,7,"Enfermeiro",138
"Centro","CS PANTANAL",1,2018,4,"Enfermeiro",16
"Centro","CS PANTANAL",1,2018,5,"Enfermeiro",152
"Centro","CS PANTANAL",1,2018,6,"Enfermeiro",99
"Centro","CS PANTANAL",1,2018,7,"Enfermeiro",61
"Centro","CS PRAINHA",0,2018,4,"Enfermeiro",66
"Centro","CS PRAINHA",0,2018,5,"Enfermeiro",127
"Centro","CS PRAINHA",0,2018,6,"Enfermeiro",174
"Centro","CS PRAINHA",0,2018,7,"Enfermeiro",147
"Centro","CS PRAINHA",1,2018,4,"Enfermeiro",59
"Centro","CS PRAINHA",1,2018,5,"Enfermeiro",95
"Centro","CS PRAINHA",1,2018,6,"Enfermeiro",108
"Centro","CS PRAINHA",1,2018,7,"Enfermeiro",106
"Centro","CS PRAINHA",2,2018,4,"Enfermeiro",104
"Centro","CS PRAINHA",2,2018,5,"Enfermeiro",101
"Centro","CS PRAINHA",2,2018,6,"Enfermeiro",111
"Centro","CS PRAINHA",2,2018,7,"Enfermeiro",120
"Centro","CS SACO DOS LIMÕES",0,2018,4,"Enfermeiro",44
"Centro","CS SACO DOS LIMÕES",0,2018,5,"Enfermeiro",48
"Centro","CS SACO DOS LIMÕES",0,2018,6,"Enfermeiro",80
"Centro","CS SACO DOS LIMÕES",0,2018,7,"Enfermeiro",80
"Centro","CS SACO DOS LIMÕES",1,2018,4,"Enfermeiro",119
"Centro","CS SACO DOS LIMÕES",1,2018,5,"Enfermeiro",106
"Centro","CS SACO DOS LIMÕES",1,2018,6,"Enfermeiro",151
"Centro","CS SACO DOS LIMÕES",1,2018,7,"Enfermeiro",147
"Centro","CS SACO DOS LIMÕES",2,2018,4,"Enfermeiro",223
"Centro","CS SACO DOS LIMÕES",2,2018,5,"Enfermeiro",289
"Centro","CS SACO DOS LIMÕES",2,2018,6,"Enfermeiro",330
"Centro","CS SACO DOS LIMÕES",2,2018,7,"Enfermeiro",269
"Centro","CS SACO DOS LIMÕES",3,2018,4,"Enfermeiro",20
"Centro","CS SACO DOS LIMÕES",3,2018,5,"Enfermeiro",24
"Centro","CS SACO DOS LIMÕES",3,2018,6,"Enfermeiro",38
"Centro","CS SACO DOS LIMÕES",3,2018,7,"Enfermeiro",35
"Centro","CS SACO DOS LIMÕES",4,2018,4,"Enfermeiro",9
"Centro","CS SACO DOS LIMÕES",4,2018,5,"Enfermeiro",9
"Centro","CS SACO DOS LIMÕES",4,2018,6,"Enfermeiro",17
"Centro","CS SACO DOS LIMÕES",4,2018,7,"Enfermeiro",8
"Centro","CS SACO DOS LIMÕES",312,2018,4,"Enfermeiro",3
"Centro","CS SACO DOS LIMÕES",312,2018,5,"Enfermeiro",2
"Centro","CS SACO DOS LIMÕES",312,2018,6,"Enfermeiro",3
"Centro","CS SACO DOS LIMÕES",312,2018,7,"Enfermeiro",2
"Centro","CS TRINDADE",0,2018,4,"Enfermeiro",68
"Centro","CS TRINDADE",0,2018,5,"Enfermeiro",75
"Centro","CS TRINDADE",0,2018,6,"Enfermeiro",141
"Centro","CS TRINDADE",0,2018,7,"Enfermeiro",57
"Centro","CS TRINDADE",1,2018,4,"Enfermeiro",118
"Centro","CS TRINDADE",1,2018,5,"Enfermeiro",149
"Centro","CS TRINDADE",1,2018,6,"Enfermeiro",169
"Centro","CS TRINDADE",1,2018,7,"Enfermeiro",296
"Centro","CS TRINDADE",2,2018,4,"Enfermeiro",43
"Centro","CS TRINDADE",2,2018,5,"Enfermeiro",120
"Centro","CS TRINDADE",2,2018,6,"Enfermeiro",172
"Centro","CS TRINDADE",2,2018,7,"Enfermeiro",138
"Centro","CS TRINDADE",3,2018,4,"Enfermeiro",56
"Centro","CS TRINDADE",3,2018,5,"Enfermeiro",58
"Centro","CS TRINDADE",3,2018,6,"Enfermeiro",104
"Centro","CS TRINDADE",3,2018,7,"Enfermeiro",86
"Centro","CS TRINDADE",4,2018,4,"Enfermeiro",75
"Centro","CS TRINDADE",4,2018,5,"Enfermeiro",110
"Centro","CS TRINDADE",4,2018,6,"Enfermeiro",126
"Centro","CS TRINDADE",4,2018,7,"Enfermeiro",140
"Centro","CS TRINDADE",5,2018,4,"Enfermeiro",6
"Centro","CS TRINDADE",5,2018,5,"Enfermeiro",7
"Centro","CS TRINDADE",5,2018,6,"Enfermeiro",19
"Centro","CS TRINDADE",5,2018,7,"Enfermeiro",6
"Continente","CS ABRAÃO",0,2018,4,"Enfermeiro",109
"Continente","CS ABRAÃO",0,2018,5,"Enfermeiro",42
"Continente","CS ABRAÃO",0,2018,6,"Enfermeiro",157
"Continente","CS ABRAÃO",0,2018,7,"Enfermeiro",160
"Continente","CS ABRAÃO",1,2018,4,"Enfermeiro",85
"Continente","CS ABRAÃO",1,2018,5,"Enfermeiro",29
"Continente","CS ABRAÃO",1,2018,6,"Enfermeiro",81
"Continente","CS ABRAÃO",1,2018,7,"Enfermeiro",116
"Continente","CS ABRAÃO",2,2018,4,"Enfermeiro",66
"Continente","CS ABRAÃO",2,2018,5,"Enfermeiro",30
"Continente","CS ABRAÃO",2,2018,6,"Enfermeiro",72
"Continente","CS ABRAÃO",2,2018,7,"Enfermeiro",74
"Continente","CS BALNEÁRIO",0,2018,4,"Enfermeiro",92
"Continente","CS BALNEÁRIO",0,2018,5,"Enfermeiro",117
"Continente","CS BALNEÁRIO",0,2018,6,"Enfermeiro",126
"Continente","CS BALNEÁRIO",0,2018,7,"Enfermeiro",83
"Continente","CS BALNEÁRIO",1,2018,4,"Enfermeiro",138
"Continente","CS BALNEÁRIO",1,2018,5,"Enfermeiro",140
"Continente","CS BALNEÁRIO",1,2018,6,"Enfermeiro",132
"Continente","CS BALNEÁRIO",1,2018,7,"Enfermeiro",81
"Continente","CS CAPOEIRAS",0,2018,4,"Enfermeiro",91
"Continente","CS CAPOEIRAS",0,2018,5,"Enfermeiro",252
"Continente","CS CAPOEIRAS",0,2018,6,"Enfermeiro",186
"Continente","CS CAPOEIRAS",0,2018,7,"Enfermeiro",148
"Continente","CS CAPOEIRAS",1,2018,4,"Enfermeiro",55
"Continente","CS CAPOEIRAS",1,2018,5,"Enfermeiro",98
"Continente","CS CAPOEIRAS",1,2018,6,"Enfermeiro",141
"Continente","CS CAPOEIRAS",1,2018,7,"Enfermeiro",104
