"DISTRITO","UNIDADE","TRIMESTRE","VALOR","ESPECIALIDADE","AREA"
"Norte","CS SACO GRANDE","2015 Q4",916,"Médico",333
"Sul","CS TAPERA","2015 Q4",817,"Médico",263
"Centro","CS TRINDADE","2015 Q4",591,"Médico",853
"Centro","CS SACO DOS LIMÕES","2015 Q4",0,"Médico",NA
"Norte","CS CANASVIEIRAS","2015 Q4",596,"Médico",384
"Norte","CS INGLESES","2015 Q4",463,"Médico",434
"Continente","CS MONTE CRISTO","2015 Q4",796,"Médico",44
"Norte","CS RIO VERMELHO","2015 Q4",529,"Médico",424
"Centro","CS SACO DOS LIMÕES","2015 Q4",71,"Médico",314
"Norte","CS SACO GRANDE","2015 Q4",694,"Médico",334
"Centro","CS TRINDADE","2015 Q4",453,"Médico",854
"Norte","CS INGLESES","2015 Q4",898,"Médico",435
"Continente","CS MONTE CRISTO","2015 Q4",786,"Médico",45
"Norte","CS SACO GRANDE","2015 Q4",1103,"Médico",335
"Centro","CS TRINDADE","2015 Q4",84,"Médico",NA
"Norte","CS INGLESES","2015 Q4",1032,"Médico",436
"Continente","CS MONTE CRISTO","2015 Q4",254,"Médico",46
"Norte","CS INGLESES","2015 Q4",240,"Médico",437
"Norte","CS INGLESES","2015 Q4",186,"Médico",438
"Continente","CS ABRAÃO","2016 Q1",556,"Médico",570
"Centro","CS AGRONÔMICA","2016 Q1",601,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2016 Q1",1146,"Médico",210
"Sul","CS ARMAÇÃO","2016 Q1",905,"Médico",240
"Continente","CS BALNEÁRIO","2016 Q1",523,"Médico",20
"Norte","CS BARRA DA LAGOA","2016 Q1",517,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2016 Q1",833,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q1",666,"Médico",200
"Sul","CS CAMPECHE","2016 Q1",874,"Médico",280
"Norte","CS CANASVIEIRAS","2016 Q1",622,"Médico",380
"Sul","CS CANTO DA LAGOA","2016 Q1",492,"Médico",450
"Continente","CS CAPOEIRAS","2016 Q1",906,"Médico",60
"Sul","CS CARIANOS","2016 Q1",739,"Médico",270
"Centro","CS CENTRO","2016 Q1",856,"Médico",950
"Continente","CS COLONINHA","2016 Q1",682,"Médico",70
"Continente","CS COQUEIROS","2016 Q1",551,"Médico",600
"Centro","CS CÓRREGO GRANDE","2016 Q1",533,"Médico",170
"Sul","CS COSTA DA LAGOA","2016 Q1",412,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q1",819,"Médico",300
"Continente","CS ESTREITO","2016 Q1",642,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q1",446,"Médico",780
"Centro","CS ITACORUBI","2016 Q1",701,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2016 Q1",323,"Médico",10
"Centro","CS JOÃO PAULO","2016 Q1",1211,"Médico",320
"Norte","CS JURERE","2016 Q1",695,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q1",847,"Médico",470
"Continente","CS MONTE CRISTO","2016 Q1",865,"Médico",40
"Centro","CS MONTE SERRAT","2016 Q1",789,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2016 Q1",624,"Médico",250
"Continente","CS NOVO CONTINENTE","2016 Q1",748,"Médico",100
"Centro","CS PANTANAL","2016 Q1",612,"Médico",160
"Sul","CS PANTANO DO SUL","2016 Q1",1017,"Médico",230
"Norte","CS PONTA DAS CANAS","2016 Q1",626,"Médico",370
"Centro","CS PRAINHA","2016 Q1",617,"Médico",130
"Norte","CS RATONES","2016 Q1",677,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2016 Q1",562,"Médico",220
"Sul","CS RIO TAVARES","2016 Q1",850,"Médico",290
"Norte","CS RIO VERMELHO","2016 Q1",1018,"Médico",420
"Centro","CS SACO DOS LIMÕES","2016 Q1",526,"Médico",310
"Norte","CS SACO GRANDE","2016 Q1",969,"Médico",330
"Norte","CS SANTINHO","2016 Q1",762,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2016 Q1",739,"Médico",360
"Continente","CS SAPE","2016 Q1",660,"Médico",30
"Sul","CS TAPERA","2016 Q1",1096,"Médico",260
"Centro","CS TRINDADE","2016 Q1",565,"Médico",850
"Norte","CS VARGEM GRANDE","2016 Q1",627,"Médico",410
"Norte","CS VARGEM PEQUENA","2016 Q1",661,"Médico",340
"Continente","CS VILA APARECIDA","2016 Q1",393,"Médico",90
"Continente","CS ABRAÃO","2016 Q1",302,"Médico",571
"Centro","CS AGRONÔMICA","2016 Q1",517,"Médico",691
"Sul","CS ARMAÇÃO","2016 Q1",701,"Médico",241
"Continente","CS BALNEÁRIO","2016 Q1",601,"Médico",21
"Norte","CS BARRA DA LAGOA","2016 Q1",614,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2016 Q1",555,"Médico",401
"Sul","CS CAMPECHE","2016 Q1",785,"Médico",281
"Norte","CS CANASVIEIRAS","2016 Q1",603,"Médico",381
"Continente","CS CAPOEIRAS","2016 Q1",671,"Médico",61
"Sul","CS CARIANOS","2016 Q1",877,"Médico",271
"Centro","CS CENTRO","2016 Q1",335,"Médico",951
"Continente","CS COLONINHA","2016 Q1",556,"Médico",71
"Continente","CS COQUEIROS","2016 Q1",593,"Médico",601
"Centro","CS CÓRREGO GRANDE","2016 Q1",456,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q1",1192,"Médico",301
"Continente","CS ESTREITO","2016 Q1",613,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q1",730,"Médico",781
"Norte","CS INGLESES","2016 Q1",695,"Médico",431
"Centro","CS ITACORUBI","2016 Q1",785,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2016 Q1",291,"Médico",11
"Centro","CS JOÃO PAULO","2016 Q1",657,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q1",637,"Médico",471
"Continente","CS MONTE CRISTO","2016 Q1",821,"Médico",41
"Centro","CS MONTE SERRAT","2016 Q1",483,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2016 Q1",864,"Médico",251
"Continente","CS NOVO CONTINENTE","2016 Q1",385,"Médico",101
"Centro","CS PANTANAL","2016 Q1",534,"Médico",161
"Norte","CS PONTA DAS CANAS","2016 Q1",279,"Médico",371
"Centro","CS PRAINHA","2016 Q1",486,"Médico",131
"Norte","CS RATONES","2016 Q1",295,"Médico",351
"Sul","CS RIO TAVARES","2016 Q1",596,"Médico",291
"Norte","CS RIO VERMELHO","2016 Q1",1131,"Médico",421
"Centro","CS SACO DOS LIMÕES","2016 Q1",804,"Médico",311
"Norte","CS SACO GRANDE","2016 Q1",1057,"Médico",331
"Norte","CS SANTINHO","2016 Q1",856,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2016 Q1",890,"Médico",361
"Continente","CS SAPE","2016 Q1",549,"Médico",31
"Sul","CS TAPERA","2016 Q1",706,"Médico",261
"Centro","CS TRINDADE","2016 Q1",510,"Médico",851
"Norte","CS VARGEM GRANDE","2016 Q1",1,"Médico",NA
"Continente","CS VILA APARECIDA","2016 Q1",248,"Médico",91
"Continente","CS ABRAÃO","2016 Q1",367,"Médico",572
"Centro","CS AGRONÔMICA","2016 Q1",583,"Médico",692
"Sul","CS ARMAÇÃO","2016 Q1",186,"Médico",242
"Norte","CS BARRA DA LAGOA","2016 Q1",130,"Médico",442
"Norte","CS CANASVIEIRAS","2016 Q1",511,"Médico",382
"Continente","CS CAPOEIRAS","2016 Q1",736,"Médico",62
"Sul","CS CARIANOS","2016 Q1",89,"Médico",272
"Centro","CS CENTRO","2016 Q1",499,"Médico",952
"Continente","CS COLONINHA","2016 Q1",600,"Médico",72
"Continente","CS COQUEIROS","2016 Q1",647,"Médico",602
"Centro","CS CÓRREGO GRANDE","2016 Q1",236,"Médico",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q1",751,"Médico",302
"Continente","CS ESTREITO","2016 Q1",621,"Médico",82
"Norte","CS INGLESES","2016 Q1",877,"Médico",432
"Centro","CS ITACORUBI","2016 Q1",705,"Médico",192
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q1",751,"Médico",472
"Continente","CS MONTE CRISTO","2016 Q1",561,"Médico",42
"Centro","CS MONTE SERRAT","2016 Q1",730,"Médico",122
"Continente","CS NOVO CONTINENTE","2016 Q1",692,"Médico",102
"Centro","CS PRAINHA","2016 Q1",593,"Médico",132
"Sul","CS RIO TAVARES","2016 Q1",255,"Médico",292
"Norte","CS RIO VERMELHO","2016 Q1",828,"Médico",422
"Centro","CS SACO DOS LIMÕES","2016 Q1",732,"Médico",312
"Norte","CS SACO GRANDE","2016 Q1",1124,"Médico",332
"Sul","CS TAPERA","2016 Q1",926,"Médico",262
"Centro","CS TRINDADE","2016 Q1",724,"Médico",852
"Centro","CS AGRONÔMICA","2016 Q1",612,"Médico",693
"Norte","CS CANASVIEIRAS","2016 Q1",510,"Médico",383
"Continente","CS ESTREITO","2016 Q1",663,"Médico",83
"Norte","CS INGLESES","2016 Q1",724,"Médico",433
"Centro","CS ITACORUBI","2016 Q1",429,"Médico",193
"Continente","CS MONTE CRISTO","2016 Q1",761,"Médico",43
"Sul","CS RIO TAVARES","2016 Q1",153,"Médico",293
"Norte","CS RIO VERMELHO","2016 Q1",1080,"Médico",423
"Centro","CS SACO DOS LIMÕES","2016 Q1",140,"Médico",313
"Norte","CS SACO GRANDE","2016 Q1",902,"Médico",333
"Sul","CS TAPERA","2016 Q1",1010,"Médico",263
"Centro","CS TRINDADE","2016 Q1",589,"Médico",853
"Centro","CS SACO DOS LIMÕES","2016 Q1",4,"Médico",NA
"Norte","CS CANASVIEIRAS","2016 Q1",629,"Médico",384
"Norte","CS INGLESES","2016 Q1",600,"Médico",434
"Continente","CS MONTE CRISTO","2016 Q1",858,"Médico",44
"Norte","CS RIO VERMELHO","2016 Q1",674,"Médico",424
"Centro","CS SACO DOS LIMÕES","2016 Q1",80,"Médico",314
"Norte","CS SACO GRANDE","2016 Q1",1054,"Médico",334
"Centro","CS TRINDADE","2016 Q1",425,"Médico",854
"Norte","CS INGLESES","2016 Q1",1047,"Médico",435
"Continente","CS MONTE CRISTO","2016 Q1",788,"Médico",45
"Norte","CS SACO GRANDE","2016 Q1",1152,"Médico",335
"Centro","CS TRINDADE","2016 Q1",80,"Médico",NA
"Norte","CS INGLESES","2016 Q1",978,"Médico",436
"Continente","CS MONTE CRISTO","2016 Q1",239,"Médico",46
"Norte","CS INGLESES","2016 Q1",262,"Médico",437
"Norte","CS INGLESES","2016 Q1",216,"Médico",438
"Continente","CS ABRAÃO","2016 Q2",701,"Médico",570
"Centro","CS AGRONÔMICA","2016 Q2",928,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2016 Q2",1565,"Médico",210
"Sul","CS ARMAÇÃO","2016 Q2",1196,"Médico",240
"Continente","CS BALNEÁRIO","2016 Q2",570,"Médico",20
"Norte","CS BARRA DA LAGOA","2016 Q2",891,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2",992,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q2",690,"Médico",200
"Sul","CS CAMPECHE","2016 Q2",918,"Médico",280
"Norte","CS CANASVIEIRAS","2016 Q2",659,"Médico",380
"Sul","CS CANTO DA LAGOA","2016 Q2",589,"Médico",450
"Continente","CS CAPOEIRAS","2016 Q2",912,"Médico",60
"Sul","CS CARIANOS","2016 Q2",789,"Médico",270
"Centro","CS CENTRO","2016 Q2",808,"Médico",950
"Continente","CS COLONINHA","2016 Q2",600,"Médico",70
"Continente","CS COQUEIROS","2016 Q2",604,"Médico",600
"Centro","CS CÓRREGO GRANDE","2016 Q2",675,"Médico",170
"Sul","CS COSTA DA LAGOA","2016 Q2",561,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2",909,"Médico",300
"Continente","CS ESTREITO","2016 Q2",754,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2",658,"Médico",780
"Centro","CS ITACORUBI","2016 Q2",653,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2016 Q2",427,"Médico",10
"Centro","CS JOÃO PAULO","2016 Q2",1229,"Médico",320
"Norte","CS JURERE","2016 Q2",856,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2",949,"Médico",470
"Continente","CS MONTE CRISTO","2016 Q2",1065,"Médico",40
"Centro","CS MONTE SERRAT","2016 Q2",820,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2016 Q2",666,"Médico",250
"Continente","CS NOVO CONTINENTE","2016 Q2",1120,"Médico",100
"Centro","CS PANTANAL","2016 Q2",842,"Médico",160
"Sul","CS PANTANO DO SUL","2016 Q2",1098,"Médico",230
"Norte","CS PONTA DAS CANAS","2016 Q2",757,"Médico",370
"Centro","CS PRAINHA","2016 Q2",605,"Médico",130
"Norte","CS RATONES","2016 Q2",585,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2",661,"Médico",220
"Sul","CS RIO TAVARES","2016 Q2",994,"Médico",290
"Norte","CS RIO VERMELHO","2016 Q2",1141,"Médico",420
"Centro","CS SACO DOS LIMÕES","2016 Q2",617,"Médico",310
"Norte","CS SACO GRANDE","2016 Q2",1015,"Médico",330
"Norte","CS SANTINHO","2016 Q2",816,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2",973,"Médico",360
"Continente","CS SAPE","2016 Q2",398,"Médico",30
"Sul","CS TAPERA","2016 Q2",1293,"Médico",260
"Centro","CS TRINDADE","2016 Q2",641,"Médico",850
"Norte","CS VARGEM GRANDE","2016 Q2",1166,"Médico",410
"Norte","CS VARGEM PEQUENA","2016 Q2",552,"Médico",340
"Continente","CS VILA APARECIDA","2016 Q2",594,"Médico",90
"Continente","CS ABRAÃO","2016 Q2",467,"Médico",571
"Centro","CS AGRONÔMICA","2016 Q2",638,"Médico",691
"Sul","CS ARMAÇÃO","2016 Q2",703,"Médico",241
"Continente","CS BALNEÁRIO","2016 Q2",733,"Médico",21
"Norte","CS BARRA DA LAGOA","2016 Q2",877,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2",729,"Médico",401
"Sul","CS CAMPECHE","2016 Q2",848,"Médico",281
"Norte","CS CANASVIEIRAS","2016 Q2",559,"Médico",381
"Continente","CS CAPOEIRAS","2016 Q2",657,"Médico",61
"Sul","CS CARIANOS","2016 Q2",1072,"Médico",271
"Centro","CS CENTRO","2016 Q2",430,"Médico",951
"Continente","CS COLONINHA","2016 Q2",753,"Médico",71
"Continente","CS COQUEIROS","2016 Q2",689,"Médico",601
"Centro","CS CÓRREGO GRANDE","2016 Q2",605,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2",1205,"Médico",301
"Continente","CS ESTREITO","2016 Q2",750,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2",805,"Médico",781
"Norte","CS INGLESES","2016 Q2",813,"Médico",431
"Centro","CS ITACORUBI","2016 Q2",718,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2016 Q2",371,"Médico",11
"Centro","CS JOÃO PAULO","2016 Q2",839,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2",766,"Médico",471
"Continente","CS MONTE CRISTO","2016 Q2",871,"Médico",41
"Centro","CS MONTE SERRAT","2016 Q2",479,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2016 Q2",873,"Médico",251
"Continente","CS NOVO CONTINENTE","2016 Q2",575,"Médico",101
"Centro","CS PANTANAL","2016 Q2",687,"Médico",161
"Norte","CS PONTA DAS CANAS","2016 Q2",351,"Médico",371
"Centro","CS PRAINHA","2016 Q2",548,"Médico",131
"Norte","CS RATONES","2016 Q2",295,"Médico",351
"Sul","CS RIO TAVARES","2016 Q2",808,"Médico",291
"Norte","CS RIO VERMELHO","2016 Q2",974,"Médico",421
"Centro","CS SACO DOS LIMÕES","2016 Q2",695,"Médico",311
"Norte","CS SACO GRANDE","2016 Q2",1021,"Médico",331
"Norte","CS SANTINHO","2016 Q2",887,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2",1014,"Médico",361
"Continente","CS SAPE","2016 Q2",410,"Médico",31
"Sul","CS TAPERA","2016 Q2",1022,"Médico",261
"Centro","CS TRINDADE","2016 Q2",557,"Médico",851
"Norte","CS VARGEM GRANDE","2016 Q2",1,"Médico",NA
"Continente","CS VILA APARECIDA","2016 Q2",406,"Médico",91
"Continente","CS ABRAÃO","2016 Q2",374,"Médico",572
"Centro","CS AGRONÔMICA","2016 Q2",713,"Médico",692
"Sul","CS ARMAÇÃO","2016 Q2",219,"Médico",242
"Norte","CS BARRA DA LAGOA","2016 Q2",263,"Médico",442
"Norte","CS CANASVIEIRAS","2016 Q2",814,"Médico",382
"Continente","CS CAPOEIRAS","2016 Q2",783,"Médico",62
"Sul","CS CARIANOS","2016 Q2",86,"Médico",272
"Centro","CS CENTRO","2016 Q2",509,"Médico",952
"Continente","CS COLONINHA","2016 Q2",584,"Médico",72
"Continente","CS COQUEIROS","2016 Q2",738,"Médico",602
"Centro","CS CÓRREGO GRANDE","2016 Q2",326,"Médico",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2",788,"Médico",302
"Continente","CS ESTREITO","2016 Q2",747,"Médico",82
"Norte","CS INGLESES","2016 Q2",1070,"Médico",432
"Centro","CS ITACORUBI","2016 Q2",509,"Médico",192
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2",854,"Médico",472
"Continente","CS MONTE CRISTO","2016 Q2",634,"Médico",42
"Centro","CS MONTE SERRAT","2016 Q2",772,"Médico",122
"Continente","CS NOVO CONTINENTE","2016 Q2",926,"Médico",102
"Centro","CS PRAINHA","2016 Q2",526,"Médico",132
"Sul","CS RIO TAVARES","2016 Q2",325,"Médico",292
"Norte","CS RIO VERMELHO","2016 Q2",645,"Médico",422
"Centro","CS SACO DOS LIMÕES","2016 Q2",948,"Médico",312
"Norte","CS SACO GRANDE","2016 Q2",1228,"Médico",332
"Sul","CS TAPERA","2016 Q2",1155,"Médico",262
"Centro","CS TRINDADE","2016 Q2",651,"Médico",852
"Centro","CS AGRONÔMICA","2016 Q2",616,"Médico",693
"Norte","CS CANASVIEIRAS","2016 Q2",598,"Médico",383
"Continente","CS ESTREITO","2016 Q2",911,"Médico",83
"Norte","CS INGLESES","2016 Q2",915,"Médico",433
"Centro","CS ITACORUBI","2016 Q2",389,"Médico",193
"Continente","CS MONTE CRISTO","2016 Q2",705,"Médico",43
"Sul","CS RIO TAVARES","2016 Q2",202,"Médico",293
"Norte","CS RIO VERMELHO","2016 Q2",987,"Médico",423
"Centro","CS SACO DOS LIMÕES","2016 Q2",181,"Médico",313
"Norte","CS SACO GRANDE","2016 Q2",828,"Médico",333
"Sul","CS TAPERA","2016 Q2",1174,"Médico",263
"Centro","CS TRINDADE","2016 Q2",693,"Médico",853
"Centro","CS SACO DOS LIMÕES","2016 Q2",4,"Médico",NA
"Norte","CS CANASVIEIRAS","2016 Q2",576,"Médico",384
"Norte","CS INGLESES","2016 Q2",764,"Médico",434
"Continente","CS MONTE CRISTO","2016 Q2",1036,"Médico",44
"Norte","CS RIO VERMELHO","2016 Q2",616,"Médico",424
"Centro","CS SACO DOS LIMÕES","2016 Q2",109,"Médico",314
"Norte","CS SACO GRANDE","2016 Q2",1003,"Médico",334
"Centro","CS TRINDADE","2016 Q2",554,"Médico",854
"Norte","CS INGLESES","2016 Q2",1116,"Médico",435
"Continente","CS MONTE CRISTO","2016 Q2",753,"Médico",45
"Norte","CS SACO GRANDE","2016 Q2",869,"Médico",335
"Centro","CS TRINDADE","2016 Q2",95,"Médico",NA
"Norte","CS INGLESES","2016 Q2",1235,"Médico",436
"Continente","CS MONTE CRISTO","2016 Q2",267,"Médico",46
"Norte","CS INGLESES","2016 Q2",274,"Médico",437
"Norte","CS INGLESES","2016 Q2",274,"Médico",438
"Continente","CS ABRAÃO","2016 Q3",609,"Médico",570
"Centro","CS AGRONÔMICA","2016 Q3",947,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2016 Q3",1163,"Médico",210
"Sul","CS ARMAÇÃO","2016 Q3",1090,"Médico",240
"Continente","CS BALNEÁRIO","2016 Q3",541,"Médico",20
"Norte","CS BARRA DA LAGOA","2016 Q3",734,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3",998,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3",725,"Médico",200
"Sul","CS CAMPECHE","2016 Q3",945,"Médico",280
"Norte","CS CANASVIEIRAS","2016 Q3",589,"Médico",380
"Sul","CS CANTO DA LAGOA","2016 Q3",606,"Médico",450
"Continente","CS CAPOEIRAS","2016 Q3",768,"Médico",60
"Sul","CS CARIANOS","2016 Q3",648,"Médico",270
"Centro","CS CENTRO","2016 Q3",863,"Médico",950
"Continente","CS COLONINHA","2016 Q3",561,"Médico",70
"Continente","CS COQUEIROS","2016 Q3",620,"Médico",600
"Centro","CS CÓRREGO GRANDE","2016 Q3",574,"Médico",170
"Sul","CS COSTA DA LAGOA","2016 Q3",540,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",829,"Médico",300
"Continente","CS ESTREITO","2016 Q3",712,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3",563,"Médico",780
"Centro","CS ITACORUBI","2016 Q3",733,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2016 Q3",540,"Médico",10
"Centro","CS JOÃO PAULO","2016 Q3",1260,"Médico",320
"Norte","CS JURERE","2016 Q3",592,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",846,"Médico",470
"Continente","CS MONTE CRISTO","2016 Q3",958,"Médico",40
"Centro","CS MONTE SERRAT","2016 Q3",848,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2016 Q3",544,"Médico",250
"Continente","CS NOVO CONTINENTE","2016 Q3",999,"Médico",100
"Centro","CS PANTANAL","2016 Q3",698,"Médico",160
"Sul","CS PANTANO DO SUL","2016 Q3",1013,"Médico",230
"Norte","CS PONTA DAS CANAS","2016 Q3",837,"Médico",370
"Centro","CS PRAINHA","2016 Q3",607,"Médico",130
"Norte","CS RATONES","2016 Q3",761,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3",593,"Médico",220
"Sul","CS RIO TAVARES","2016 Q3",909,"Médico",290
"Norte","CS RIO VERMELHO","2016 Q3",1197,"Médico",420
"Centro","CS SACO DOS LIMÕES","2016 Q3",529,"Médico",310
"Norte","CS SACO GRANDE","2016 Q3",996,"Médico",330
"Norte","CS SANTINHO","2016 Q3",609,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3",563,"Médico",360
"Continente","CS SAPE","2016 Q3",461,"Médico",30
"Sul","CS TAPERA","2016 Q3",1101,"Médico",260
"Centro","CS TRINDADE","2016 Q3",580,"Médico",850
"Norte","CS VARGEM GRANDE","2016 Q3",809,"Médico",410
"Norte","CS VARGEM PEQUENA","2016 Q3",695,"Médico",340
"Continente","CS VILA APARECIDA","2016 Q3",603,"Médico",90
"Continente","CS ABRAÃO","2016 Q3",519,"Médico",571
"Centro","CS AGRONÔMICA","2016 Q3",626,"Médico",691
"Sul","CS ARMAÇÃO","2016 Q3",734,"Médico",241
"Continente","CS BALNEÁRIO","2016 Q3",529,"Médico",21
"Norte","CS BARRA DA LAGOA","2016 Q3",840,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3",712,"Médico",401
"Sul","CS CAMPECHE","2016 Q3",715,"Médico",281
"Norte","CS CANASVIEIRAS","2016 Q3",778,"Médico",381
"Continente","CS CAPOEIRAS","2016 Q3",734,"Médico",61
"Sul","CS CARIANOS","2016 Q3",907,"Médico",271
"Centro","CS CENTRO","2016 Q3",405,"Médico",951
"Continente","CS COLONINHA","2016 Q3",561,"Médico",71
"Continente","CS COQUEIROS","2016 Q3",667,"Médico",601
"Centro","CS CÓRREGO GRANDE","2016 Q3",535,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",1123,"Médico",301
"Continente","CS ESTREITO","2016 Q3",557,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3",927,"Médico",781
"Norte","CS INGLESES","2016 Q3",864,"Médico",431
"Centro","CS ITACORUBI","2016 Q3",737,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2016 Q3",428,"Médico",11
"Centro","CS JOÃO PAULO","2016 Q3",757,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",722,"Médico",471
"Continente","CS MONTE CRISTO","2016 Q3",730,"Médico",41
"Centro","CS MONTE SERRAT","2016 Q3",550,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2016 Q3",887,"Médico",251
"Continente","CS NOVO CONTINENTE","2016 Q3",460,"Médico",101
"Centro","CS PANTANAL","2016 Q3",583,"Médico",161
"Norte","CS PONTA DAS CANAS","2016 Q3",368,"Médico",371
"Centro","CS PRAINHA","2016 Q3",545,"Médico",131
"Norte","CS RATONES","2016 Q3",338,"Médico",351
"Sul","CS RIO TAVARES","2016 Q3",725,"Médico",291
"Norte","CS RIO VERMELHO","2016 Q3",1076,"Médico",421
"Centro","CS SACO DOS LIMÕES","2016 Q3",749,"Médico",311
"Norte","CS SACO GRANDE","2016 Q3",1223,"Médico",331
"Norte","CS SANTINHO","2016 Q3",729,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3",930,"Médico",361
"Continente","CS SAPE","2016 Q3",470,"Médico",31
"Sul","CS TAPERA","2016 Q3",934,"Médico",261
"Centro","CS TRINDADE","2016 Q3",593,"Médico",851
"Norte","CS VARGEM GRANDE","2016 Q3",0,"Médico",NA
"Continente","CS VILA APARECIDA","2016 Q3",416,"Médico",91
"Continente","CS ABRAÃO","2016 Q3",377,"Médico",572
"Centro","CS AGRONÔMICA","2016 Q3",688,"Médico",692
"Sul","CS ARMAÇÃO","2016 Q3",202,"Médico",242
"Norte","CS BARRA DA LAGOA","2016 Q3",223,"Médico",442
"Norte","CS CANASVIEIRAS","2016 Q3",834,"Médico",382
"Continente","CS CAPOEIRAS","2016 Q3",767,"Médico",62
"Sul","CS CARIANOS","2016 Q3",80,"Médico",272
"Centro","CS CENTRO","2016 Q3",511,"Médico",952
"Continente","CS COLONINHA","2016 Q3",425,"Médico",72
"Continente","CS COQUEIROS","2016 Q3",738,"Médico",602
"Centro","CS CÓRREGO GRANDE","2016 Q3",239,"Médico",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",645,"Médico",302
"Continente","CS ESTREITO","2016 Q3",594,"Médico",82
"Norte","CS INGLESES","2016 Q3",915,"Médico",432
"Centro","CS ITACORUBI","2016 Q3",741,"Médico",192
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",705,"Médico",472
"Continente","CS MONTE CRISTO","2016 Q3",511,"Médico",42
"Centro","CS MONTE SERRAT","2016 Q3",806,"Médico",122
"Continente","CS NOVO CONTINENTE","2016 Q3",804,"Médico",102
"Centro","CS PRAINHA","2016 Q3",633,"Médico",132
"Sul","CS RIO TAVARES","2016 Q3",285,"Médico",292
"Norte","CS RIO VERMELHO","2016 Q3",713,"Médico",422
"Centro","CS SACO DOS LIMÕES","2016 Q3",948,"Médico",312
"Norte","CS SACO GRANDE","2016 Q3",945,"Médico",332
"Sul","CS TAPERA","2016 Q3",1036,"Médico",262
"Centro","CS TRINDADE","2016 Q3",644,"Médico",852
"Centro","CS AGRONÔMICA","2016 Q3",687,"Médico",693
