UNIDADE,DISTRITO,AREA,INDICADOR,BIENIO,VALOR,X,Y,DESCRICAO
CS COSTEIRA DO PIRAJUBAÉ,Sul,300,PRENATAL_TODOS_TRIM,2015/2016,54,-48.522723,-27.633588,"Coordenador: Ivana Leandro de Medeiros Zóccoli <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Câncio Jacques, 1.461.<br>T: (48) 3226-3333 / 3226-0933"
CS COSTEIRA DO PIRAJUBAÉ,Sul,300,PRENATAL_TODOS_TRIM,2013/2014,60,-48.522723,-27.633588,"Coordenador: Ivana Leandro de Medeiros Zóccoli <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Câncio Jacques, 1.461.<br>T: (48) 3226-3333 / 3226-0933"
CS COSTEIRA DO PIRAJUBAÉ,Sul,301,PRENATAL_TODOS_TRIM,2015/2016,60,-48.522723,-27.633588,"Coordenador: Ivana Leandro de Medeiros Zóccoli <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Câncio Jacques, 1.461.<br>T: (48) 3226-3333 / 3226-0933"
CS ESTREITO,Continente,83,PRENATAL_TODOS_TRIM,2013/2014,47,-48.582742,-27.585567,"Coordenador: Patrícias Martins<br>Horários: 08:00 AS 12:00 / 13:00 AS 17:00<br>Endereço: R.  Aracy Vaz Callado, 742. <br>T: (48) 3244-1200 / 3348-5682"
CS ESTREITO,Continente,81,PRENATAL_TODOS_TRIM,2013/2014,27,-48.582742,-27.585567,"Coordenador: Patrícias Martins<br>Horários: 08:00 AS 12:00 / 13:00 AS 17:00<br>Endereço: R.  Aracy Vaz Callado, 742. <br>T: (48) 3244-1200 / 3348-5682"
CS ESTREITO,Continente,82,PRENATAL_TODOS_TRIM,2013/2014,50,-48.582742,-27.585567,"Coordenador: Patrícias Martins<br>Horários: 08:00 AS 12:00 / 13:00 AS 17:00<br>Endereço: R.  Aracy Vaz Callado, 742. <br>T: (48) 3244-1200 / 3348-5682"
CS ESTREITO,Continente,82,PRENATAL_TODOS_TRIM,2015/2016,80,-48.582742,-27.585567,"Coordenador: Patrícias Martins<br>Horários: 08:00 AS 12:00 / 13:00 AS 17:00<br>Endereço: R.  Aracy Vaz Callado, 742. <br>T: (48) 3244-1200 / 3348-5682"
CS ESTREITO,Continente,83,PRENATAL_TODOS_TRIM,2015/2016,67,-48.582742,-27.585567,"Coordenador: Patrícias Martins<br>Horários: 08:00 AS 12:00 / 13:00 AS 17:00<br>Endereço: R.  Aracy Vaz Callado, 742. <br>T: (48) 3244-1200 / 3348-5682"
CS ESTREITO,Continente,80,PRENATAL_TODOS_TRIM,2013/2014,83,-48.582742,-27.585567,"Coordenador: Patrícias Martins<br>Horários: 08:00 AS 12:00 / 13:00 AS 17:00<br>Endereço: R.  Aracy Vaz Callado, 742. <br>T: (48) 3244-1200 / 3348-5682"
CS ESTREITO,Continente,81,PRENATAL_TODOS_TRIM,2015/2016,67,-48.582742,-27.585567,"Coordenador: Patrícias Martins<br>Horários: 08:00 AS 12:00 / 13:00 AS 17:00<br>Endereço: R.  Aracy Vaz Callado, 742. <br>T: (48) 3244-1200 / 3348-5682"
CS ESTREITO,Continente,80,PRENATAL_TODOS_TRIM,2015/2016,45,-48.582742,-27.585567,"Coordenador: Patrícias Martins<br>Horários: 08:00 AS 12:00 / 13:00 AS 17:00<br>Endereço: R.  Aracy Vaz Callado, 742. <br>T: (48) 3244-1200 / 3348-5682"
CS FAZENDA DO RIO TAVARES,Sul,781,PRENATAL_TODOS_TRIM,2015/2016,57,-48.502842,-27.664238,"Coordenador: Ana Lúcia de Paula Xavier<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. do Conselho, s/n.<br>T: (48) 3233-4347 / 3338-3049"
CS FAZENDA DO RIO TAVARES,Sul,780,PRENATAL_TODOS_TRIM,2013/2014,61,-48.502842,-27.664238,"Coordenador: Ana Lúcia de Paula Xavier<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. do Conselho, s/n.<br>T: (48) 3233-4347 / 3338-3049"
CS FAZENDA DO RIO TAVARES,Sul,780,PRENATAL_TODOS_TRIM,2015/2016,75,-48.502842,-27.664238,"Coordenador: Ana Lúcia de Paula Xavier<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. do Conselho, s/n.<br>T: (48) 3233-4347 / 3338-3049"
CS FAZENDA DO RIO TAVARES,Sul,781,PRENATAL_TODOS_TRIM,2013/2014,58,-48.502842,-27.664238,"Coordenador: Ana Lúcia de Paula Xavier<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. do Conselho, s/n.<br>T: (48) 3233-4347 / 3338-3049"
CS INGLESES,Norte,432,PRENATAL_TODOS_TRIM,2015/2016,59,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,433,PRENATAL_TODOS_TRIM,2015/2016,53,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,432,PRENATAL_TODOS_TRIM,2013/2014,57,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,433,PRENATAL_TODOS_TRIM,2013/2014,50,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,434,PRENATAL_TODOS_TRIM,2013/2014,44,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,436,PRENATAL_TODOS_TRIM,2013/2014,53,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,437,PRENATAL_TODOS_TRIM,2013/2014,59,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,437,PRENATAL_TODOS_TRIM,2015/2016,71,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,431,PRENATAL_TODOS_TRIM,2013/2014,55,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,436,PRENATAL_TODOS_TRIM,2015/2016,74,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,431,PRENATAL_TODOS_TRIM,2015/2016,66,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,435,PRENATAL_TODOS_TRIM,2013/2014,45,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,435,PRENATAL_TODOS_TRIM,2015/2016,65,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,438,PRENATAL_TODOS_TRIM,2013/2014,31,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,438,PRENATAL_TODOS_TRIM,2015/2016,57,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS INGLESES,Norte,434,PRENATAL_TODOS_TRIM,2015/2016,45,-48.398855,-27.440017,"Coordenador: Henrique da Luz Daros<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Travessa dos Imigrantes, 135. <br>T: (48) 3369-3229"
CS ITACORUBI,Centro,193,PRENATAL_TODOS_TRIM,2015/2016,53,-48.498226,-27.584645,"Coordenador: Denise Machado Longhi<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Amaro Antônio Vieira, 2260.<br>T: (48) 3334-5555 / 3334-0096"
CS ITACORUBI,Centro,192,PRENATAL_TODOS_TRIM,2013/2014,59,-48.498226,-27.584645,"Coordenador: Denise Machado Longhi<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Amaro Antônio Vieira, 2260.<br>T: (48) 3334-5555 / 3334-0096"
CS ITACORUBI,Centro,192,PRENATAL_TODOS_TRIM,2015/2016,54,-48.498226,-27.584645,"Coordenador: Denise Machado Longhi<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Amaro Antônio Vieira, 2260.<br>T: (48) 3334-5555 / 3334-0096"
CS ITACORUBI,Centro,191,PRENATAL_TODOS_TRIM,2015/2016,40,-48.498226,-27.584645,"Coordenador: Denise Machado Longhi<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Amaro Antônio Vieira, 2260.<br>T: (48) 3334-5555 / 3334-0096"
CS ITACORUBI,Centro,191,PRENATAL_TODOS_TRIM,2013/2014,63,-48.498226,-27.584645,"Coordenador: Denise Machado Longhi<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Amaro Antônio Vieira, 2260.<br>T: (48) 3334-5555 / 3334-0096"
CS ITACORUBI,Centro,193,PRENATAL_TODOS_TRIM,2013/2014,88,-48.498226,-27.584645,"Coordenador: Denise Machado Longhi<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Amaro Antônio Vieira, 2260.<br>T: (48) 3334-5555 / 3334-0096"
CS ITACORUBI,Centro,190,PRENATAL_TODOS_TRIM,2013/2014,73,-48.498226,-27.584645,"Coordenador: Denise Machado Longhi<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Amaro Antônio Vieira, 2260.<br>T: (48) 3334-5555 / 3334-0096"
CS ITACORUBI,Centro,190,PRENATAL_TODOS_TRIM,2015/2016,84,-48.498226,-27.584645,"Coordenador: Denise Machado Longhi<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rod. Amaro Antônio Vieira, 2260.<br>T: (48) 3334-5555 / 3334-0096"
CS JARDIM ATLÂNTICO,Continente,11,PRENATAL_TODOS_TRIM,2013/2014,25,-48.598248,-27.578747,"Coordenador: Andresa Gerber Sagaz de Ávila<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Manoel Pizzolatti, 273. <br>T: (48) 3240-2168 / 3348-9595"
CS JARDIM ATLÂNTICO,Continente,10,PRENATAL_TODOS_TRIM,2013/2014,21,-48.598248,-27.578747,"Coordenador: Andresa Gerber Sagaz de Ávila<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Manoel Pizzolatti, 273. <br>T: (48) 3240-2168 / 3348-9595"
CS JARDIM ATLÂNTICO,Continente,11,PRENATAL_TODOS_TRIM,2015/2016,64,-48.598248,-27.578747,"Coordenador: Andresa Gerber Sagaz de Ávila<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Manoel Pizzolatti, 273. <br>T: (48) 3240-2168 / 3348-9595"
CS JARDIM ATLÂNTICO,Continente,10,PRENATAL_TODOS_TRIM,2015/2016,46,-48.598248,-27.578747,"Coordenador: Andresa Gerber Sagaz de Ávila<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Manoel Pizzolatti, 273. <br>T: (48) 3240-2168 / 3348-9595"
CS JOÃO PAULO,Centro,321,PRENATAL_TODOS_TRIM,2013/2014,56,-48.513157,-27.561752,"Coordenador: Tatiane Pereira de Souza<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Paulo,1268. <br>T: (48) 3238-1393 / 3238-0606"
CS JOÃO PAULO,Centro,321,PRENATAL_TODOS_TRIM,2015/2016,67,-48.513157,-27.561752,"Coordenador: Tatiane Pereira de Souza<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Paulo,1268. <br>T: (48) 3238-1393 / 3238-0606"
CS JOÃO PAULO,Centro,320,PRENATAL_TODOS_TRIM,2013/2014,77,-48.513157,-27.561752,"Coordenador: Tatiane Pereira de Souza<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Paulo,1268. <br>T: (48) 3238-1393 / 3238-0606"
CS JOÃO PAULO,Centro,320,PRENATAL_TODOS_TRIM,2015/2016,50,-48.513157,-27.561752,"Coordenador: Tatiane Pereira de Souza<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. João Paulo,1268. <br>T: (48) 3238-1393 / 3238-0606"
CS LAGOA DA CONCEIÇÃO,Sul,471,PRENATAL_TODOS_TRIM,2013/2014,38,-48.470516,-27.599557,"Coordenador: Ingrid Gonçalves Rodrigues de Souza<br>Horários: 08:00 as 12:00 - 13:00 as 22:00<br>Endereço: R. João Pacheco da Costa, 255. <br>T: (48) 3232-0639 / 3233-6990 / 3234-4322"
CS LAGOA DA CONCEIÇÃO,Sul,472,PRENATAL_TODOS_TRIM,2013/2014,47,-48.470516,-27.599557,"Coordenador: Ingrid Gonçalves Rodrigues de Souza<br>Horários: 08:00 as 12:00 - 13:00 as 22:00<br>Endereço: R. João Pacheco da Costa, 255. <br>T: (48) 3232-0639 / 3233-6990 / 3234-4322"
CS LAGOA DA CONCEIÇÃO,Sul,470,PRENATAL_TODOS_TRIM,2013/2014,43,-48.470516,-27.599557,"Coordenador: Ingrid Gonçalves Rodrigues de Souza<br>Horários: 08:00 as 12:00 - 13:00 as 22:00<br>Endereço: R. João Pacheco da Costa, 255. <br>T: (48) 3232-0639 / 3233-6990 / 3234-4322"
CS LAGOA DA CONCEIÇÃO,Sul,471,PRENATAL_TODOS_TRIM,2015/2016,78,-48.470516,-27.599557,"Coordenador: Ingrid Gonçalves Rodrigues de Souza<br>Horários: 08:00 as 12:00 - 13:00 as 22:00<br>Endereço: R. João Pacheco da Costa, 255. <br>T: (48) 3232-0639 / 3233-6990 / 3234-4322"
CS LAGOA DA CONCEIÇÃO,Sul,472,PRENATAL_TODOS_TRIM,2015/2016,76,-48.470516,-27.599557,"Coordenador: Ingrid Gonçalves Rodrigues de Souza<br>Horários: 08:00 as 12:00 - 13:00 as 22:00<br>Endereço: R. João Pacheco da Costa, 255. <br>T: (48) 3232-0639 / 3233-6990 / 3234-4322"
CS LAGOA DA CONCEIÇÃO,Sul,470,PRENATAL_TODOS_TRIM,2015/2016,49,-48.470516,-27.599557,"Coordenador: Ingrid Gonçalves Rodrigues de Souza<br>Horários: 08:00 as 12:00 - 13:00 as 22:00<br>Endereço: R. João Pacheco da Costa, 255. <br>T: (48) 3232-0639 / 3233-6990 / 3234-4322"
CS MONTE CRISTO,Continente,44,PRENATAL_TODOS_TRIM,2013/2014,34,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,41,PRENATAL_TODOS_TRIM,2013/2014,39,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,43,PRENATAL_TODOS_TRIM,2013/2014,45,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,40,PRENATAL_TODOS_TRIM,2015/2016,39,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,41,PRENATAL_TODOS_TRIM,2015/2016,57,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,42,PRENATAL_TODOS_TRIM,2013/2014,59,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,43,PRENATAL_TODOS_TRIM,2015/2016,43,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,44,PRENATAL_TODOS_TRIM,2015/2016,45,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,42,PRENATAL_TODOS_TRIM,2015/2016,62,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,46,PRENATAL_TODOS_TRIM,2015/2016,64,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,45,PRENATAL_TODOS_TRIM,2015/2016,64,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,46,PRENATAL_TODOS_TRIM,2013/2014,57,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,40,PRENATAL_TODOS_TRIM,2013/2014,37,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE CRISTO,Continente,45,PRENATAL_TODOS_TRIM,2013/2014,47,-48.598906,-27.591352,"Coordenador: Fátima Terezinha Farias <br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Joaquim Nabuco, s/n. <br>T: (48) 3240-8809 / 3348-7467"
CS MONTE SERRAT,Centro,121,PRENATAL_TODOS_TRIM,2015/2016,47,-48.539918,-27.595395,"Coordenador: Bruna Palma Ribeiro Gama Lobo d`Eça<br>Horários: 07:00 - 17:00 <br>Endereço: R. General Nestor Passos, 226.<br>T: (48) 3223-7816 / 3223-3910"
CS MONTE SERRAT,Centro,120,PRENATAL_TODOS_TRIM,2015/2016,56,-48.539918,-27.595395,"Coordenador: Bruna Palma Ribeiro Gama Lobo d`Eça<br>Horários: 07:00 - 17:00 <br>Endereço: R. General Nestor Passos, 226.<br>T: (48) 3223-7816 / 3223-3910"
CS MONTE SERRAT,Centro,121,PRENATAL_TODOS_TRIM,2013/2014,47,-48.539918,-27.595395,"Coordenador: Bruna Palma Ribeiro Gama Lobo d`Eça<br>Horários: 07:00 - 17:00 <br>Endereço: R. General Nestor Passos, 226.<br>T: (48) 3223-7816 / 3223-3910"
CS MONTE SERRAT,Centro,120,PRENATAL_TODOS_TRIM,2013/2014,57,-48.539918,-27.595395,"Coordenador: Bruna Palma Ribeiro Gama Lobo d`Eça<br>Horários: 07:00 - 17:00 <br>Endereço: R. General Nestor Passos, 226.<br>T: (48) 3223-7816 / 3223-3910"
CS MONTE SERRAT,Centro,122,PRENATAL_TODOS_TRIM,2015/2016,41,-48.539918,-27.595395,"Coordenador: Bruna Palma Ribeiro Gama Lobo d`Eça<br>Horários: 07:00 - 17:00 <br>Endereço: R. General Nestor Passos, 226.<br>T: (48) 3223-7816 / 3223-3910"
CS MONTE SERRAT,Centro,122,PRENATAL_TODOS_TRIM,2013/2014,48,-48.539918,-27.595395,"Coordenador: Bruna Palma Ribeiro Gama Lobo d`Eça<br>Horários: 07:00 - 17:00 <br>Endereço: R. General Nestor Passos, 226.<br>T: (48) 3223-7816 / 3223-3910"
CS MORRO DAS PEDRAS,Sul,251,PRENATAL_TODOS_TRIM,2013/2014,58,-48.507675,-27.716115,"Coordenador: Kamile Rocha Wentz<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rodovia SC-406, 1.685.<br>T: (48) 3237-9013 / 3338-7627"
CS MORRO DAS PEDRAS,Sul,251,PRENATAL_TODOS_TRIM,2015/2016,65,-48.507675,-27.716115,"Coordenador: Kamile Rocha Wentz<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rodovia SC-406, 1.685.<br>T: (48) 3237-9013 / 3338-7627"
CS MORRO DAS PEDRAS,Sul,250,PRENATAL_TODOS_TRIM,2015/2016,39,-48.507675,-27.716115,"Coordenador: Kamile Rocha Wentz<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rodovia SC-406, 1.685.<br>T: (48) 3237-9013 / 3338-7627"
CS MORRO DAS PEDRAS,Sul,250,PRENATAL_TODOS_TRIM,2013/2014,44,-48.507675,-27.716115,"Coordenador: Kamile Rocha Wentz<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rodovia SC-406, 1.685.<br>T: (48) 3237-9013 / 3338-7627"
CS NOVO CONTINENTE,Continente,101,PRENATAL_TODOS_TRIM,2015/2016,64,-48.57958,-27.598369,Coordenador: Sandra Carvalho Ventura<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço:Rua Prof. Clementino Brito esquina com a Rua Osvaldo de Oliveira.<br>T: (48) 3244-8488 / 3249-7111
CS NOVO CONTINENTE,Continente,101,PRENATAL_TODOS_TRIM,2013/2014,57,-48.57958,-27.598369,Coordenador: Sandra Carvalho Ventura<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço:Rua Prof. Clementino Brito esquina com a Rua Osvaldo de Oliveira.<br>T: (48) 3244-8488 / 3249-7111
CS NOVO CONTINENTE,Continente,100,PRENATAL_TODOS_TRIM,2013/2014,50,-48.57958,-27.598369,Coordenador: Sandra Carvalho Ventura<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço:Rua Prof. Clementino Brito esquina com a Rua Osvaldo de Oliveira.<br>T: (48) 3244-8488 / 3249-7111
CS NOVO CONTINENTE,Continente,103,PRENATAL_TODOS_TRIM,2013/2014,69,-48.57958,-27.598369,Coordenador: Sandra Carvalho Ventura<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço:Rua Prof. Clementino Brito esquina com a Rua Osvaldo de Oliveira.<br>T: (48) 3244-8488 / 3249-7111
CS NOVO CONTINENTE,Continente,103,PRENATAL_TODOS_TRIM,2015/2016,71,-48.57958,-27.598369,Coordenador: Sandra Carvalho Ventura<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço:Rua Prof. Clementino Brito esquina com a Rua Osvaldo de Oliveira.<br>T: (48) 3244-8488 / 3249-7111
CS NOVO CONTINENTE,Continente,100,PRENATAL_TODOS_TRIM,2015/2016,65,-48.57958,-27.598369,Coordenador: Sandra Carvalho Ventura<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço:Rua Prof. Clementino Brito esquina com a Rua Osvaldo de Oliveira.<br>T: (48) 3244-8488 / 3249-7111
CS NOVO CONTINENTE,Continente,102,PRENATAL_TODOS_TRIM,2015/2016,68,-48.57958,-27.598369,Coordenador: Sandra Carvalho Ventura<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço:Rua Prof. Clementino Brito esquina com a Rua Osvaldo de Oliveira.<br>T: (48) 3244-8488 / 3249-7111
CS NOVO CONTINENTE,Continente,102,PRENATAL_TODOS_TRIM,2013/2014,54,-48.57958,-27.598369,Coordenador: Sandra Carvalho Ventura<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço:Rua Prof. Clementino Brito esquina com a Rua Osvaldo de Oliveira.<br>T: (48) 3244-8488 / 3249-7111
CS PANTANAL,Centro,161,PRENATAL_TODOS_TRIM,2013/2014,45,-48.519978,-27.607941,"Coordenador: Fabrício Casanova<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua Deputado Antônio Edu Vieira, 968.<br>T: (48) 3234-7880 / 3238-2232"
CS PANTANAL,Centro,160,PRENATAL_TODOS_TRIM,2013/2014,38,-48.519978,-27.607941,"Coordenador: Fabrício Casanova<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua Deputado Antônio Edu Vieira, 968.<br>T: (48) 3234-7880 / 3238-2232"
CS PANTANAL,Centro,160,PRENATAL_TODOS_TRIM,2015/2016,63,-48.519978,-27.607941,"Coordenador: Fabrício Casanova<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua Deputado Antônio Edu Vieira, 968.<br>T: (48) 3234-7880 / 3238-2232"
CS PANTANAL,Centro,161,PRENATAL_TODOS_TRIM,2015/2016,63,-48.519978,-27.607941,"Coordenador: Fabrício Casanova<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: Rua Deputado Antônio Edu Vieira, 968.<br>T: (48) 3234-7880 / 3238-2232"
CS PONTA DAS CANAS,Norte,370,PRENATAL_TODOS_TRIM,2015/2016,65,-48.428032,-27.396382,"Coordenador: Cleusa Marcia Vieira<br>Horários: 08:00 - 12:00 / 13:00 - 17:00<br>Endereço: R. Alcides Bonatelli, s/n.<br>T: (48) 3284-1337/ 3284-2257"
