"DISTRITO","UNIDADE","TRIMESTRE","TIPO","ESPECIALIDADE","VALOR"
"Continente","CS MONTE CRISTO","2014 Q4","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2014 Q4","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2014 Q4","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2014 Q4","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2014 Q4","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2014 Q4","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2014 Q4","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2014 Q4","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2014 Q4","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2014 Q4","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2014 Q4","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2014 Q4","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2014 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2014 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2014 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2014 Q4","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2014 Q4","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2014 Q4","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2014 Q4","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2014 Q4","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2014 Q4","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2014 Q4","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2015 Q1","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2015 Q1","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2015 Q1","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2015 Q1","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2015 Q2","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2015 Q2","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2015 Q2","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2015 Q2","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2015 Q3","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2015 Q3","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2015 Q3","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2015 Q3","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2015 Q4","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2015 Q4","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2015 Q4","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2015 Q4","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2016 Q1","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2016 Q1","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2016 Q1","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2016 Q1","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2016 Q2","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2016 Q2","CANTOPLASTIA","Médico",1
"Continente","CS BALNEÁRIO","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2016 Q2","CANTOPLASTIA","Médico",1
"Sul","CS CANTO DA LAGOA","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2016 Q2","CANTOPLASTIA","Médico",1
"Centro","CS CENTRO","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2016 Q2","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2","CANTOPLASTIA","Médico",1
"Continente","CS ESTREITO","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2016 Q2","CANTOPLASTIA","Médico",1
"Centro","CS ITACORUBI","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2016 Q2","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2016 Q2","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2016 Q2","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2016 Q2","CANTOPLASTIA","Médico",1
"Sul","CS PANTANO DO SUL","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2016 Q2","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2016 Q2","CANTOPLASTIA","Médico",1
"Centro","CS SACO DOS LIMÕES","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2016 Q2","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2016 Q2","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2016 Q2","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2016 Q2","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2016 Q3","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2016 Q3","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2016 Q3","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2016 Q3","CANTOPLASTIA","Médico",1
"Continente","CS BALNEÁRIO","2016 Q3","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2016 Q3","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2016 Q3","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2016 Q3","CANTOPLASTIA","Médico",1
"Sul","CS CANTO DA LAGOA","2016 Q3","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2016 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2016 Q3","CANTOPLASTIA","Médico",2
"Centro","CS CENTRO","2016 Q3","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2016 Q3","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2016 Q3","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2016 Q3","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2016 Q3","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3","CANTOPLASTIA","Médico",0
