"DISTRITO","UNIDADE","AREA","TRIMESTRE","PROCEDIMENTO","VALOR"
"Sul","CS TAPERA","263","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Sul","CS CARIANOS","270","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",13
"Sul","CS CARIANOS","271","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS CARIANOS","272","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS CAMPECHE","281","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Sul","CS RIO TAVARES","291","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Sul","CS COSTEIRA DO PIRAJUBAÉ","300","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS SAPE","31","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS SACO DOS LIMÕES","310","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Centro","CS SACO DOS LIMÕES","313","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS SACO GRANDE","330","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS SACO GRANDE","331","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS SACO GRANDE","335","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS VARGEM PEQUENA","340","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS RATONES","350","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",12
"Norte","CS RATONES","351","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS PONTA DAS CANAS","370","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS PONTA DAS CANAS","371","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS CANASVIEIRAS","381","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS CANASVIEIRAS","382","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS CANASVIEIRAS","383","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS CANASVIEIRAS","384","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS JURERE","390","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS MONTE CRISTO","40","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS CACHOEIRA BOM JESUS","400","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",15
"Norte","CS CACHOEIRA BOM JESUS","401","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",26
"Continente","CS MONTE CRISTO","41","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",8
"Continente","CS MONTE CRISTO","42","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS RIO VERMELHO","420","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Norte","CS RIO VERMELHO","421","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS RIO VERMELHO","422","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS RIO VERMELHO","423","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS INGLESES","431","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS INGLESES","432","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS INGLESES","433","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Norte","CS INGLESES","436","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS MONTE CRISTO","44","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS BARRA DA LAGOA","442","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS MONTE CRISTO","46","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS LAGOA DA CONCEIÇÃO","470","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS LAGOA DA CONCEIÇÃO","471","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS LAGOA DA CONCEIÇÃO","472","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS ABRAÃO","571","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS CAPOEIRAS","60","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS COQUEIROS","600","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS CAPOEIRAS","61","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Continente","CS CAPOEIRAS","62","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS AGRONÔMICA","693","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS COLONINHA","70","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",8
"Continente","CS COLONINHA","71","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Continente","CS COLONINHA","72","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Sul","CS FAZENDA DO RIO TAVARES","780","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS FAZENDA DO RIO TAVARES","781","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Continente","CS ESTREITO","81","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS ESTREITO","82","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS TRINDADE","851","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Centro","CS TRINDADE","852","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Centro","CS TRINDADE","853","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Centro","CS TRINDADE","854","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS CENTRO","950","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS SANTINHO","980","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",8
"Norte","CS SANTINHO","981","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",7
"Continente","CS JARDIM ATLÂNTICO","10","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",11
"Continente","CS JARDIM ATLÂNTICO","11","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",19
"Centro","CS MONTE SERRAT","120","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Centro","CS MONTE SERRAT","122","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Centro","CS PRAINHA","132","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS PANTANAL","160","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Centro","CS PANTANAL","161","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Centro","CS CÓRREGO GRANDE","170","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS CÓRREGO GRANDE","172","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS ITACORUBI","190","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",11
"Centro","CS ITACORUBI","191","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",49
"Centro","CS ITACORUBI","192","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Centro","CS ITACORUBI","193","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",11
"Continente","CS BALNEÁRIO","20","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Sul","CS CAIEIRA BARRA DO SUL","200","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Continente","CS BALNEÁRIO","21","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Sul","CS RIBEIRÃO DA ILHA","220","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS PANTANO DO SUL","230","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",15
"Sul","CS ARMAÇÃO","240","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Sul","CS ARMAÇÃO","241","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS TAPERA","260","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",18
"Sul","CS TAPERA","261","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",7
"Sul","CS TAPERA","262","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Sul","CS CARIANOS","270","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS CARIANOS","271","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Sul","CS CAMPECHE","281","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS RIO TAVARES","291","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","300","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS SAPE","31","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Centro","CS SACO DOS LIMÕES","310","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Centro","CS SACO DOS LIMÕES","311","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Centro","CS SACO DOS LIMÕES","312","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Centro","CS SACO DOS LIMÕES","314","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS JOÃO PAULO","320","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS SACO GRANDE","330","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Norte","CS SACO GRANDE","331","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS SACO GRANDE","333","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS SACO GRANDE","335","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS VARGEM PEQUENA","340","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS RATONES","350","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",20
"Norte","CS RATONES","351","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Norte","CS SANTO ANTONIO LISBOA","360","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS SANTO ANTONIO LISBOA","361","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS PONTA DAS CANAS","370","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Norte","CS PONTA DAS CANAS","371","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS CANASVIEIRAS","380","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS CANASVIEIRAS","381","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS CANASVIEIRAS","382","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS CANASVIEIRAS","384","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Continente","CS MONTE CRISTO","40","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS CACHOEIRA BOM JESUS","400","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Norte","CS CACHOEIRA BOM JESUS","401","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",16
"Continente","CS MONTE CRISTO","41","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Norte","CS VARGEM GRANDE","410","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS RIO VERMELHO","420","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",7
"Norte","CS RIO VERMELHO","421","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS RIO VERMELHO","422","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS RIO VERMELHO","423","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Continente","CS MONTE CRISTO","43","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS INGLESES","433","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Norte","CS INGLESES","434","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS INGLESES","435","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS INGLESES","436","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS MONTE CRISTO","44","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS BARRA DA LAGOA","440","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS MONTE CRISTO","45","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Sul","CS CANTO DA LAGOA","450","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Sul","CS LAGOA DA CONCEIÇÃO","470","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Sul","CS LAGOA DA CONCEIÇÃO","471","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Sul","CS LAGOA DA CONCEIÇÃO","472","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Continente","CS ABRAÃO","570","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS ABRAÃO","571","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS ABRAÃO","572","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS CAPOEIRAS","60","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Continente","CS COQUEIROS","600","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Continente","CS COQUEIROS","602","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS CAPOEIRAS","61","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS CAPOEIRAS","62","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Centro","CS AGRONÔMICA","690","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Centro","CS AGRONÔMICA","691","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Centro","CS AGRONÔMICA","692","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS AGRONÔMICA","693","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS COLONINHA","70","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",7
"Continente","CS COLONINHA","71","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Continente","CS COLONINHA","72","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS FAZENDA DO RIO TAVARES","780","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS FAZENDA DO RIO TAVARES","781","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",9
"Continente","CS ESTREITO","80","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS ESTREITO","81","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS ESTREITO","82","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS ESTREITO","83","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS TRINDADE","850","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Centro","CS TRINDADE","851","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Centro","CS TRINDADE","852","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Centro","CS TRINDADE","853","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Centro","CS TRINDADE","854","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS VILA APARECIDA","90","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS CENTRO","950","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",17
"Centro","CS CENTRO","951","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Centro","CS CENTRO","952","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS SANTINHO","980","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Norte","CS SANTINHO","981","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Continente","CS JARDIM ATLÂNTICO","10","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",10
"Continente","CS NOVO CONTINENTE","100","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Continente","CS NOVO CONTINENTE","101","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS JARDIM ATLÂNTICO","11","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",18
"Centro","CS MONTE SERRAT","120","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Centro","CS MONTE SERRAT","121","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Centro","CS MONTE SERRAT","122","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Centro","CS PRAINHA","130","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Centro","CS PRAINHA","131","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS PRAINHA","132","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Centro","CS PANTANAL","160","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",15
"Centro","CS PANTANAL","161","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Centro","CS CÓRREGO GRANDE","170","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",7
"Centro","CS CÓRREGO GRANDE","171","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Centro","CS ITACORUBI","190","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",14
"Centro","CS ITACORUBI","191","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",38
"Centro","CS ITACORUBI","192","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",11
"Centro","CS ITACORUBI","193","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",17
"Continente","CS BALNEÁRIO","20","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS CAIEIRA BARRA DO SUL","200","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Continente","CS BALNEÁRIO","21","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Sul","CS ALTO RIBEIRÃO","210","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",7
"Sul","CS RIBEIRÃO DA ILHA","220","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS PANTANO DO SUL","230","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",9
"Sul","CS ARMAÇÃO","240","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Sul","CS ARMAÇÃO","241","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",8
"Sul","CS MORRO DAS PEDRAS","250","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS MORRO DAS PEDRAS","251","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Sul","CS TAPERA","260","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Sul","CS TAPERA","261","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS TAPERA","262","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Sul","CS CARIANOS","270","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",7
"Sul","CS CARIANOS","271","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",9
"Sul","CS CARIANOS","272","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS CAMPECHE","280","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Sul","CS CAMPECHE","281","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",8
"Sul","CS RIO TAVARES","290","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Sul","CS RIO TAVARES","291","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Continente","CS SAPE","30","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Sul","CS COSTEIRA DO PIRAJUBAÉ","300","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Continente","CS SAPE","31","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Centro","CS SACO DOS LIMÕES","310","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Centro","CS SACO DOS LIMÕES","311","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",6
"Centro","CS SACO DOS LIMÕES","312","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Centro","CS SACO DOS LIMÕES","313","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS JOÃO PAULO","320","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Centro","CS JOÃO PAULO","321","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS SACO GRANDE","330","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",17
"Norte","CS SACO GRANDE","331","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",5
"Norte","CS SACO GRANDE","332","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Norte","CS SACO GRANDE","333","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS SACO GRANDE","335","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS VARGEM PEQUENA","340","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Norte","CS RATONES","350","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",16
"Norte","CS RATONES","351","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",11
"Norte","CS SANTO ANTONIO LISBOA","360","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS PONTA DAS CANAS","370","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",4
"Norte","CS PONTA DAS CANAS","371","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",2
"Norte","CS CANASVIEIRAS","380","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS CANASVIEIRAS","381","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
"Norte","CS CANASVIEIRAS","382","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",13
"Norte","CS CANASVIEIRAS","383","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS CANASVIEIRAS","384","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",1
"Norte","CS JURERE","390","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C",3
